row_id,track,comparison_axis,comparison_group,method_id,task_scope,result_status,primary_metric_name,primary_metric_value,secondary_metric_name,secondary_metric_value,record_or_source_count,parameter_count,common_canonical_split,information_match_status,native_track_status,headline_horizontal_comparison_eligible,scientific_success_established,development_test_accessed,new_final_evaluation_accessed,guided_executed,primary_limitation,evidence_locator
C-19,ARCH_CONTROLLED,CANDIDATE_SIGNAL_CONTROL,CRITIC_V2_SAME_BUDGET_CONTROL_SCREEN,critic_v2_source_edit_metadata,NINE_TASK_TRANSFERABLE_CONTEXT,EXECUTED_TERMINAL_CRITIC_V2_CONTROL,task_macro_spearman,0.08655782657012488,task_macro_standardized_mae,2.1263093305687955,,,true,MATCHED_BUDGET_WITH_ARM_SPECIFIC_INFORMATION_REMOVAL,NOT_APPLICABLE,false,false,false,false,false,Matched control-screen result; current status does not support confirmation seeds or guidance.,audits/route_a_v3_route2_critic_v2_control_terminal_no_go_v1.json
C-20,ARCH_CONTROLLED,RANDOM_SEARCH_VS_FLOW;RERANK_VS_SAMPLING;SAMPLER_COMPARISON,GENERATION_MATCHED_DEVELOPMENT_SUB_STOP,random_legal,891_SOURCE_OPEN_GENERATED_SUPPORT,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,source_macro_independent_evaluator_max_uplift_over_source,0.8895981152584791,mean_total_forward_equivalents_per_source,64.00448933782268,891,,true,MATCHED_SOURCE_ACTION_CANDIDATE_AND_FORWARD_BUDGET_WITH_DECLARED_NO_CRITIC_FLOW_EXCEPTION,NOT_APPLICABLE,false,false,false,false,false,Independent-evaluator Development selection only; no biological-improvement claim.,docs/paper/route2_v332_generation_baseline_table_v1.csv
C-21,ARCH_CONTROLLED,RANDOM_SEARCH_VS_FLOW;RERANK_VS_SAMPLING;SAMPLER_COMPARISON,GENERATION_MATCHED_DEVELOPMENT_SUB_STOP,greedy,891_SOURCE_OPEN_GENERATED_SUPPORT,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,source_macro_independent_evaluator_max_uplift_over_source,0.7978649849258154,mean_total_forward_equivalents_per_source,266.6094276094276,891,,true,MATCHED_SOURCE_ACTION_CANDIDATE_AND_FORWARD_BUDGET_WITH_DECLARED_NO_CRITIC_FLOW_EXCEPTION,NOT_APPLICABLE,false,false,false,false,false,Independent-evaluator Development selection only; no biological-improvement claim.,docs/paper/route2_v332_generation_baseline_table_v1.csv
C-22,ARCH_CONTROLLED,RANDOM_SEARCH_VS_FLOW;RERANK_VS_SAMPLING;SAMPLER_COMPARISON,GENERATION_MATCHED_DEVELOPMENT_SUB_STOP,beam,891_SOURCE_OPEN_GENERATED_SUPPORT,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,source_macro_independent_evaluator_max_uplift_over_source,0.753651145139059,mean_total_forward_equivalents_per_source,266.6094276094276,891,,true,MATCHED_SOURCE_ACTION_CANDIDATE_AND_FORWARD_BUDGET_WITH_DECLARED_NO_CRITIC_FLOW_EXCEPTION,NOT_APPLICABLE,false,false,false,false,false,Independent-evaluator Development selection only; no biological-improvement claim.,docs/paper/route2_v332_generation_baseline_table_v1.csv
C-23,ARCH_CONTROLLED,RANDOM_SEARCH_VS_FLOW;RERANK_VS_SAMPLING;SAMPLER_COMPARISON,GENERATION_MATCHED_DEVELOPMENT_SUB_STOP,genetic,891_SOURCE_OPEN_GENERATED_SUPPORT,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,source_macro_independent_evaluator_max_uplift_over_source,1.0978248587628674,mean_total_forward_equivalents_per_source,231.4668911335578,891,,true,MATCHED_SOURCE_ACTION_CANDIDATE_AND_FORWARD_BUDGET_WITH_DECLARED_NO_CRITIC_FLOW_EXCEPTION,NOT_APPLICABLE,false,false,false,false,false,Independent-evaluator Development selection only; no biological-improvement claim.,docs/paper/route2_v332_generation_baseline_table_v1.csv
C-24,ARCH_CONTROLLED,RANDOM_SEARCH_VS_FLOW;RERANK_VS_SAMPLING;SAMPLER_COMPARISON,GENERATION_MATCHED_DEVELOPMENT_SUB_STOP,local_search,891_SOURCE_OPEN_GENERATED_SUPPORT,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,source_macro_independent_evaluator_max_uplift_over_source,0.8681430120928386,mean_total_forward_equivalents_per_source,200.97755331088663,891,,true,MATCHED_SOURCE_ACTION_CANDIDATE_AND_FORWARD_BUDGET_WITH_DECLARED_NO_CRITIC_FLOW_EXCEPTION,NOT_APPLICABLE,false,false,false,false,false,Independent-evaluator Development selection only; no biological-improvement claim.,docs/paper/route2_v332_generation_baseline_table_v1.csv
C-25,ARCH_CONTROLLED,RANDOM_SEARCH_VS_FLOW;RERANK_VS_SAMPLING;SAMPLER_COMPARISON,GENERATION_MATCHED_DEVELOPMENT_SUB_STOP,generate_then_rerank,891_SOURCE_OPEN_GENERATED_SUPPORT,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,source_macro_independent_evaluator_max_uplift_over_source,1.0575961389910224,mean_total_forward_equivalents_per_source,266.6094276094276,891,,true,MATCHED_SOURCE_ACTION_CANDIDATE_AND_FORWARD_BUDGET_WITH_DECLARED_NO_CRITIC_FLOW_EXCEPTION,NOT_APPLICABLE,false,false,false,false,false,Independent-evaluator Development selection only; no biological-improvement claim.,docs/paper/route2_v332_generation_baseline_table_v1.csv
C-26,ARCH_CONTROLLED,RANDOM_SEARCH_VS_FLOW;RERANK_VS_SAMPLING;SAMPLER_COMPARISON,GENERATION_MATCHED_DEVELOPMENT_SUB_STOP,unguided_learned_base_flow_g0,891_SOURCE_OPEN_GENERATED_SUPPORT,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,source_macro_independent_evaluator_max_uplift_over_source,0.9076756850620846,mean_total_forward_equivalents_per_source,124.45342312008978,891,,true,MATCHED_SOURCE_ACTION_CANDIDATE_AND_FORWARD_BUDGET_WITH_DECLARED_NO_CRITIC_FLOW_EXCEPTION,NOT_APPLICABLE,false,false,false,false,false,Independent-evaluator Development selection only; no biological-improvement claim.,docs/paper/route2_v332_generation_baseline_table_v1.csv
C-27,ARCH_CONTROLLED,UNGUIDED_VS_FIRST_ORDER_VS_POTENTIAL_GUIDANCE,GENERATION_GUIDANCE_CLOSED,first_order_rate_guidance,891_SOURCE_OPEN_GENERATED_SUPPORT,NOT_RUN_CRITIC_V2_NO_GO,,,,,,,true,PROSPECTIVE_MATCHED_PROTOCOL_NOT_EXECUTED,NOT_APPLICABLE,false,false,false,false,false,Critic V2 terminal NO-GO prohibits guided execution for the current cohort.,audits/route_a_v3_route2_critic_v2_control_terminal_no_go_v1.json
C-28,ARCH_CONTROLLED,UNGUIDED_VS_FIRST_ORDER_VS_POTENTIAL_GUIDANCE;RERANK_VS_GUIDED_SAMPLING,GENERATION_GUIDANCE_CLOSED,frozen_critic_xeditflow,891_SOURCE_OPEN_GENERATED_SUPPORT,NOT_RUN_CRITIC_V2_NO_GO,,,,,,,true,PROSPECTIVE_MATCHED_PROTOCOL_NOT_EXECUTED,NOT_APPLICABLE,false,false,false,false,false,Critic V2 terminal NO-GO prohibits guided execution for the current cohort.,audits/route_a_v3_route2_critic_v2_control_terminal_no_go_v1.json
C-29,ARCH_CONTROLLED,SCRATCH_VS_FROZEN_EMBEDDING,PREDICTION_CAUSAL_ATTRIBUTION_GAP,scratch_vs_frozen_embedding_matched_contrast,NINE_TASK_MULTI_STUDY_SOURCE_RELATIVE,NOT_CAUSALLY_IDENTIFIABLE_FROM_CURRENT_TERMINAL_RUNS,,,,,,,true,NOT_MATCHED_FOR_CAUSAL_ATTRIBUTION,NOT_APPLICABLE,false,false,false,false,false,"Scratch and frozen-embedding runs differ in parameterization, metadata/optimization regime or HPO context; no matched causal contrast is claimed.",audits/route_a_v3_route2_legacy_baseline_task_macro_replay_v1.json;audits/route_a_v3_route2_critic_v2_control_terminal_no_go_v1.json
C-30,ARCH_CONTROLLED,GENERIC_TRUNK_VS_REGION_ADAPTER,GENERATION_CAUSAL_ATTRIBUTION_GAP,generic_trunk_vs_region_adapter_matched_contrast,DEVELOPMENT_SUB_STOP,NOT_TERMINAL_MATCHED_CONTRAST,,,,,,,true,NOT_EXECUTED_AS_MATCHED_ABLATION,NOT_APPLICABLE,false,false,false,false,false,The current terminal generation suite does not isolate a generic trunk from the region adapter under an otherwise matched run.,audits/route_a_v3_route2_generation_action_space_geometry_v1.json
